 ,Area,Mean,Min,Max,X,Y
69,0,255,255,255,3718.500,3617.500
70,0,255,255,255,4699.500,3616.500
71,0,252,252,252,4689.500,3625.500
72,0,0,0,0,4690.500,1771.500
73,0,0,0,0,3724.500,3418.500
74,0,0,0,0,4466.500,3417.500
75,0,0,0,0,4460.500,3622.500
76,0,0,0,0,4461.500,3358.500
77,0,255,255,255,4695.500,3362.500
78,0,0,0,0,4410.500,3363.500
79,0,0,0,0,4414.167,3365.333
80,0,0,0,0,4416.167,2987.167
81,0,0,0,0,4413.500,2989.833
82,0,0,0,0,4692.833,2992.500
83,0,0,0,0,4032.833,3211.167
84,0,0,0,0,3826.833,3211.167
85,0,0,0,0,3830.833,3208.500
86,0,0,0,0,3830.833,3365.833
87,0,0,0,0,3828.167,3362.500
88,0,155,155,155,4026.833,3365.167
89,0,177,177,177,4009.500,3283.833
90,0,0,0,0,3825.500,3283.833
91,0,0,0,0,4086.500,3207.833
92,0,0,0,0,4085.833,3368.500
93,0,0,0,0,4081.167,3365.833
94,0,0,0,0,4349.167,3366.500
95,0,0,0,0,4347.167,3369.833
96,0,0,0,0,4345.833,3207.167
97,0,74,74,74,4350.500,3212.500
98,0,0,0,0,4083.833,3211.833
99,0,0,0,0,4691.500,2871.500
100,0,0,0,0,4407.500,2871.500
101,0,0,0,0,4411.500,2875.500
102,0,0,0,0,4411.500,2514.500
103,0,0,0,0,4410.500,2516.500
104,0,0,0,0,4691.500,2520.500
105,0,0,0,0,4690.500,2396.500
106,0,0,0,0,4413.500,2395.500
107,0,0,0,0,4417.500,2397.500
108,0,0,0,0,4414.500,1256.500
109,0,0,0,0,4412.500,1778.500
110,0,18,18,18,4692.500,1779.500
111,0,255,255,255,4026.500,3126.500
112,0,0,0,0,4025.500,2989.500
113,0,0,0,0,3731.500,2993.500
114,0,0,0,0,4090.500,2994.500
115,0,0,0,0,4087.500,2693.500
116,0,0,0,0,4087.500,3121.500
117,0,46,46,46,4084.500,3115.500
118,0,0,0,0,4342.500,3116.500
119,0,191,191,191,4339.500,3124.500
120,0,0,0,0,4339.500,2692.500
121,0,0,0,0,4344.000,2696.000
122,0,0,0,0,4273.000,2697.500
123,0,0,0,0,4276.000,2694.500
124,0,255,255,255,4277.500,2848.000
125,0,255,255,255,4281.000,2846.000
126,0,255,255,255,4168.500,2847.500
127,0,255,255,255,4171.000,2851.500
128,0,0,0,0,4170.500,2694.000
129,0,0,0,0,4173.500,2697.500
130,0,0,0,0,4086.000,2698.000
131,0,0,0,0,4223.000,2698.000
132,0,255,255,255,4224.000,2857.500
133,0,0,0,0,4092.833,2748.500
134,0,0,0,0,3730.833,2749.833
135,0,0,0,0,4022.167,2751.167
136,0,0,0,0,4020.833,2561.167
137,0,0,0,0,4018.167,2565.167
138,0,0,0,0,4350.167,2566.500
139,0,0,0,0,4084.500,2063.833
140,0,0,0,0,4085.833,2641.167
141,0,0,0,0,4081.833,2638.500
142,0,0,0,0,4351.167,2633.167
143,0,255,255,255,4344.500,2642.500
144,0,0,0,0,4347.167,2065.167
145,0,255,255,255,4352.500,2069.167
146,0,0,0,0,4081.833,2070.833
147,0,0,0,0,4086.000,2267.500
148,0,0,0,0,2512.500,2266.500
149,0,0,0,0,4030.000,2268.500
150,0,0,0,0,4028.500,2066.500
151,0,0,0,0,4031.500,2068.500
152,0,0,0,0,3843.500,2070.000
153,0,0,0,0,3845.500,2067.000
154,0,0,0,0,3848.000,2268.500
155,0,0,0,0,3787.500,2122.500
156,0,0,0,0,3790.000,2271.000
157,0,255,255,255,3736.167,3126.833
158,0,0,0,0,3735.500,2064.500
159,0,255,255,255,3738.167,2071.167
160,0,0,0,0,2623.833,2069.500
161,0,0,0,0,2628.500,2066.167
162,0,0,0,0,2629.833,2268.167
163,0,0,0,0,2567.833,2109.500
164,0,255,255,255,2569.167,2271.500
165,0,255,255,255,4227.500,2011.500
166,0,0,0,0,1095.500,2013.500
167,0,0,0,0,3718.833,2015.833
168,0,0,0,0,3716.167,1785.167
169,0,0,0,0,3715.500,1793.167
170,0,0,0,0,3829.500,1672.500
171,0,0,0,0,3820.167,1676.500
172,0,0,0,0,3942.167,1674.500
173,0,0,0,0,3937.500,1679.167
174,0,0,0,0,3938.500,590.500
175,0,0,0,0,3937.167,594.500
176,0,0,0,0,4948.833,595.500
177,0,0,0,0,4946.167,591.500
178,0,0,0,0,4945.500,1671.833
179,0,0,0,0,4950.833,1667.833
180,0,0,0,0,4414.167,1667.833
181,0,255,255,255,4420.500,1262.167
182,0,0,0,0,4055.167,1259.500
183,0,0,0,0,4206.167,716.833
184,0,0,0,0,4205.500,1378.167
185,0,0,0,0,4062.167,1377.167
186,0,0,0,0,4349.500,1377.833
187,0,0,0,0,4343.500,1375.833
188,0,78,78,78,4342.833,1673.167
189,0,0,0,0,4349.500,1669.167
190,0,0,0,0,4057.500,1669.833
191,0,0,0,0,4065.500,1371.833
192,0,0,0,0,4066.167,1775.833
193,0,0,0,0,4062.167,1772.500
194,0,0,0,0,4225.500,1774.500
195,0,0,0,0,3937.167,653.500
196,0,0,0,0,4119.167,656.167
197,0,0,0,0,4115.167,652.167
198,0,0,0,0,4114.500,1094.167
199,0,0,0,0,4205.167,1090.167
200,0,0,0,0,4055.167,1090.833
201,0,0,0,0,4058.500,1089.500
202,0,0,0,0,4061.833,1260.167
203,0,0,0,0,4224.000,1715.000
204,0,0,0,0,4057.000,1716.000
205,0,66,66,66,4029.833,3121.167
206,0,0,0,0,2258.167,3122.167
207,0,0,0,0,2516.500,2067.833
208,0,0,0,0,2517.167,3125.167
209,0,0,0,0,2263.833,3125.833
210,0,0,0,0,2262.500,2448.167
211,0,0,0,0,2258.500,2452.833
212,0,0,0,0,2517.833,2451.500
213,0,0,0,0,2317.500,2453.500
214,0,0,0,0,2316.833,2184.167
215,0,0,0,0,2518.833,2189.500
216,0,0,0,0,2258.167,2188.167
217,0,0,0,0,2261.500,2189.500
218,0,0,0,0,2262.833,2068.167
219,0,0,0,0,2257.500,2071.500
220,0,0,0,0,2452.167,2072.167
221,0,0,0,0,2450.167,2070.167
222,0,0,0,0,2447.500,2187.500
223,0,0,0,0,2449.167,2094.833
224,0,0,0,0,2517.167,2092.167
