 ,Area,Mean,Min,Max,X,Y
127,0,0,0,0,4020.167,3837.833
128,0,0,0,0,4021.500,3921.833
129,0,0,0,0,4026.167,3917.167
130,0,0,0,0,3902.833,3917.833
131,0,0,0,0,4080.000,3840.500
132,0,0,0,0,4352.000,3844.000
133,0,0,0,0,4346.000,3839.000
134,0,0,0,0,4346.000,3991.500
135,0,0,0,0,4349.000,3988.500
136,0,64,64,64,4080.000,3988.500
137,0,0,0,0,4083.500,3992.000
138,0,0,0,0,4085.500,3839.000
139,0,0,0,0,4343.500,3318.833
140,0,0,0,0,4341.500,3754.167
141,0,0,0,0,4346.833,3748.833
142,0,0,0,0,4090.167,3747.500
143,0,56,56,56,4094.833,3753.500
144,0,0,0,0,4094.833,3318.833
145,0,0,0,0,4090.833,3323.500
146,0,24,24,24,4171.500,3326.500
147,0,0,0,0,4168.833,3322.167
148,0,255,255,255,4166.167,3472.833
149,0,255,255,255,4164.833,3470.167
150,0,255,255,255,4280.833,3474.833
151,0,255,255,255,4277.500,3480.167
152,0,0,0,0,4280.833,3318.167
153,0,157,157,157,4347.500,3324.167
154,0,0,0,0,4220.000,3326.500
155,0,0,0,0,4223.500,3322.833
156,0,23,23,23,4222.167,3476.167
157,0,0,0,0,4012.833,3190.833
158,0,0,0,0,4091.500,3191.500
159,0,0,0,0,4085.500,3184.167
160,0,90,90,90,4086.833,3267.500
161,0,0,0,0,4081.500,3261.500
162,0,0,0,0,4354.167,3260.167
163,0,0,0,0,4346.500,3265.500
164,0,15,15,15,4345.500,2683.500
165,0,168,168,168,4352.500,2688.500
166,0,0,0,0,4083.500,2689.500
167,0,123,123,123,4089.500,2682.500
168,0,0,0,0,4087.500,2893.500
169,0,24,24,24,4097.500,2886.500
170,0,0,0,0,4017.500,2886.500
171,0,0,0,0,4028.500,2894.500
172,0,157,157,157,4028.500,2682.500
173,0,255,255,255,4032.500,2689.500
174,0,0,0,0,3840.500,2689.500
175,0,0,0,0,3845.500,2687.500
176,0,245,245,245,3846.500,2896.500
177,0,0,0,0,3790.500,2741.500
178,0,255,255,255,3794.500,2905.500
179,0,0,0,0,3725.500,2887.500
180,0,0,0,0,3871.500,2887.500
181,0,0,0,0,3732.500,2686.500
182,0,0,0,0,3734.500,2898.500
183,0,255,255,255,3740.500,2692.500
184,0,0,0,0,2615.500,2691.500
185,0,0,0,0,2621.500,2686.500
186,0,245,245,245,2623.500,2896.500
187,0,0,0,0,2508.500,2886.500
188,0,0,0,0,2641.500,2887.500
189,0,0,0,0,4333.500,2543.167
190,0,0,0,0,4331.500,2447.167
191,0,0,0,0,4336.167,2452.500
192,0,0,0,0,4255.500,2453.833
193,0,0,0,0,4260.167,2449.833
194,0,80,80,80,4258.833,2572.500
195,0,0,0,0,4294.833,2491.833
196,0,0,0,0,4294.167,2619.833
197,0,0,0,0,4296.833,2616.500
198,0,0,0,0,4218.833,2617.167
199,0,197,197,197,2107.500,2633.500
200,0,255,255,255,4227.500,2632.500
201,0,167,167,167,4220.500,2633.500
202,0,0,0,0,4222.000,2391.500
203,0,241,241,241,4227.500,2397.500
204,0,0,0,0,4055.000,2395.000
205,0,0,0,0,4059.000,2400.000
206,0,0,0,0,4061.500,1309.500
207,0,0,0,0,4055.500,2283.000
208,0,95,95,95,4257.000,2284.000
209,0,0,0,0,4226.000,2338.500
210,0,0,0,0,4056.000,2337.000
211,0,0,0,0,4334.500,2413.000
212,0,0,0,0,4216.000,2413.500
213,0,0,0,0,4412.500,2292.500
214,0,0,0,0,4959.500,2292.500
215,0,0,0,0,4953.500,2296.500
216,0,0,0,0,4950.500,641.500
217,0,50,50,50,4957.500,646.500
218,0,0,0,0,3924.500,645.500
219,0,0,0,0,3931.500,640.500
220,0,0,0,0,3929.500,1384.500
221,0,0,0,0,3924.500,1341.500
222,0,45,45,45,4016.500,1342.500
223,0,0,0,0,3923.500,1285.000
224,0,128,128,128,4007.500,1285.500
225,0,0,0,0,4004.500,1290.500
226,0,1,1,1,4002.500,1191.500
227,0,19,19,19,4006.500,1194.000
228,0,0,0,0,3924.500,1196.000
229,0,0,0,0,3923.500,954.500
230,0,0,0,0,4060.833,953.833
231,0,0,0,0,4057.500,957.167
232,0,0,0,0,4054.833,644.500
233,0,0,0,0,4262.500,640.500
234,0,0,0,0,4261.500,748.500
235,0,0,0,0,4277.500,743.500
236,0,0,0,0,4202.500,745.500
237,0,0,0,0,4207.500,742.500
238,0,254,254,254,4207.500,989.500
239,0,0,0,0,4202.500,983.500
240,0,0,0,0,4635.500,981.500
241,0,0,0,0,4628.500,985.500
242,0,0,0,0,4628.500,859.500
243,0,0,0,0,4609.500,865.500
244,0,10,10,10,4685.500,862.500
245,0,86,86,86,4680.500,639.500
246,0,5,5,5,4680.500,1056.500
247,0,0,0,0,4954.500,1049.833
248,0,0,0,0,4054.500,1051.167
249,0,218,218,218,4062.500,1047.167
250,0,255,255,255,4061.167,1200.500
251,0,89,89,89,3927.500,1380.500
252,0,37,37,37,3983.167,1383.500
253,0,6,6,6,3979.500,1380.167
254,0,0,0,0,3977.833,1539.167
255,0,20,20,20,3973.500,1533.167
256,0,80,80,80,4064.500,1533.167
257,0,0,0,0,4016.000,1416.000
258,0,255,255,255,4016.000,1542.500
259,0,0,0,0,4012.500,1418.500
260,0,13,13,13,4064.000,1420.500
261,0,45,45,45,4101.500,817.500
262,0,0,0,0,4100.000,642.000
263,0,0,0,0,4104.000,812.500
264,0,0,0,0,4052.500,812.000
265,0,235,235,235,4150.500,639.000
266,0,242,242,242,4150.500,823.000
