 ,Area,Mean,Min,Max,X,Y
102,0,0,0,0,2145.750,3250.250
103,0,0,0,0,2143.250,3248.500
104,0,0,0,0,2190.500,3249.250
105,0,0,0,0,2271.833,3291.833
106,0,0,0,0,2270.500,3497.500
107,0,0,0,0,2272.833,3496.833
108,0,0,0,0,1933.167,3498.167
109,0,0,0,0,2191.500,3495.500
110,0,0,0,0,2195.500,3880.000
111,0,0,0,0,2191.000,3619.000
112,0,0,0,0,2251.000,3620.000
113,0,0,0,0,2250.000,3622.500
114,0,0,0,0,2249.500,3557.500
115,0,0,0,0,2249.000,3560.000
116,0,0,0,0,2331.500,3558.500
117,0,0,0,0,2329.500,3558.500
118,0,0,0,0,2329.500,3429.000
119,0,0,0,0,2192.000,3738.000
120,0,0,0,0,2213.500,3738.500
121,0,0,0,0,2212.500,3738.000
122,0,0,0,0,2213.500,3775.500
123,0,0,0,0,2255.500,3778.500
124,0,0,0,0,2256.000,3734.000
125,0,0,0,0,2254.000,3737.000
126,0,0,0,0,2707.000,3737.000
127,0,0,0,0,2189.500,3878.000
128,0,0,0,0,2708.500,3876.500
129,0,0,0,0,2705.833,3880.500
130,0,0,0,0,2705.167,3363.833
131,0,0,0,0,2707.500,3428.500
132,0,0,0,0,2554.833,3429.167
133,0,0,0,0,2558.167,3427.833
134,0,0,0,0,2558.167,3515.167
135,0,0,0,0,2554.833,3512.500
136,0,0,0,0,2708.167,3513.833
137,0,0,0,0,2822.167,3430.500
138,0,0,0,0,2758.833,3430.500
139,0,0,0,0,2762.833,3429.167
140,0,0,0,0,2764.833,3583.833
141,0,0,0,0,2703.167,3580.167
142,0,0,0,0,3973.500,3582.000
143,0,0,0,0,2819.500,3585.500
144,0,0,0,0,2818.000,3372.500
145,0,0,0,0,2817.500,3374.500
146,0,0,0,0,3973.500,3376.000
147,0,0,0,0,3971.500,3374.000
148,0,0,0,0,3971.000,3838.500
149,0,0,0,0,3968.500,3627.500
150,0,0,0,0,4728.500,3625.500
151,0,0,0,0,4726.500,3626.500
152,0,0,0,0,4723.500,3558.500
153,0,0,0,0,4676.500,3561.500
154,0,0,0,0,4970.500,3563.500
155,0,0,0,0,4965.833,3838.167
156,0,255,255,255,4965.833,1892.167
157,0,79,79,79,4682.500,3564.500
158,0,0,0,0,4680.500,3179.500
159,0,0,0,0,4674.500,3184.500
160,0,0,0,0,4970.500,3182.500
161,0,0,0,0,4970.500,3053.500
162,0,0,0,0,4675.500,3052.500
163,0,0,0,0,4679.500,3056.500
164,0,0,0,0,4677.500,1790.500
165,0,0,0,0,4274.500,3559.500
166,0,0,0,0,4065.500,3558.500
167,0,0,0,0,4069.500,3561.500
168,0,0,0,0,4069.500,3400.500
169,0,0,0,0,4066.500,3407.500
170,0,0,0,0,4269.500,3404.500
171,0,0,0,0,4270.500,3563.500
172,0,0,0,0,4271.167,3480.833
173,0,0,0,0,4272.500,3486.167
174,0,255,255,255,4197.833,3488.833
175,0,255,255,255,4200.500,3492.833
176,0,0,0,0,4201.833,3402.833
177,0,0,0,0,4335.500,3405.500
178,0,0,0,0,4609.500,3406.833
179,0,0,0,0,4606.167,3405.500
180,0,0,0,0,4606.167,3557.500
181,0,0,0,0,4608.167,3555.500
182,0,0,0,0,4336.167,3556.167
183,0,0,0,0,4340.250,3560.250
184,0,0,0,0,4338.250,3403.000
185,0,0,0,0,3969.500,3310.500
186,0,0,0,0,3970.500,2148.500
187,0,0,0,0,3968.500,2152.500
188,0,0,0,0,4476.500,2151.500
189,0,0,0,0,4474.500,2152.500
190,0,0,0,0,4474.500,1847.500
191,0,0,0,0,4478.500,1850.500
192,0,0,0,0,4356.500,1850.500
193,0,0,0,0,4475.500,1905.500
194,0,0,0,0,4302.500,1905.500
195,0,0,0,0,4305.500,1907.500
196,0,0,0,0,4306.500,1789.500
197,0,0,0,0,4303.500,1791.500
198,0,255,255,255,4685.500,1793.500
199,0,0,0,0,3968.500,2915.500
200,0,0,0,0,4275.500,2916.500
201,0,0,0,0,4271.500,2915.500
202,0,0,0,0,4270.500,3309.500
203,0,0,0,0,4274.500,3306.500
204,0,0,0,0,3964.500,3304.500
205,0,89,89,89,4028.500,2146.500
206,0,0,0,0,4029.500,2316.500
207,0,0,0,0,4026.500,2315.500
208,0,0,0,0,4090.500,2314.500
209,0,0,0,0,4083.500,2323.500
210,0,0,0,0,4084.500,2210.500
211,0,0,0,0,4081.500,2217.500
212,0,0,0,0,4610.500,2215.500
213,0,0,0,0,4606.500,2211.500
214,0,0,0,0,4606.500,2809.500
215,0,0,0,0,4611.500,2803.500
216,0,0,0,0,3967.500,2804.500
217,0,0,0,0,4477.500,2958.500
218,0,0,0,0,4476.500,2867.500
219,0,0,0,0,4334.500,2871.500
220,0,0,0,0,4338.500,2869.500
221,0,0,0,0,4339.500,3310.500
222,0,0,0,0,4335.500,3308.500
223,0,0,0,0,4612.500,3306.500
224,0,0,0,0,4606.500,3308.500
225,0,0,0,0,4604.500,2868.500
226,0,0,0,0,4608.500,2871.500
227,0,0,0,0,4529.500,2873.500
228,0,0,0,0,4531.500,2870.500
229,0,0,0,0,4531.500,2975.500
230,0,255,255,255,4567.500,3418.500
231,0,0,0,0,3934.000,3311.500
232,0,0,0,0,3983.000,3309.500
233,0,0,0,0,3890.500,3309.500
234,0,0,0,0,2803.500,3309.500
235,0,0,0,0,2743.500,3302.500
236,0,0,0,0,2705.500,3302.500
237,0,0,0,0,2709.500,3304.500
238,0,0,0,0,2708.500,3190.500
239,0,0,0,0,3971.500,2499.500
240,0,0,0,0,2707.500,2501.500
241,0,0,0,0,2766.500,2667.500
242,0,0,0,0,2793.500,2667.500
243,0,0,0,0,2790.500,2665.500
244,0,0,0,0,2791.500,2869.500
245,0,0,0,0,2789.500,2867.500
246,0,0,0,0,2926.500,2869.500
247,0,0,0,0,2920.500,2864.500
248,0,0,0,0,2970.500,2985.500
249,0,0,0,0,2967.500,2984.500
250,0,0,0,0,3062.500,2944.500
251,0,0,0,0,3059.500,2949.500
252,0,0,0,0,3060.500,2838.500
253,0,0,0,0,3063.500,2844.500
254,0,0,0,0,2891.500,2606.500
255,0,0,0,0,2894.500,2611.500
256,0,0,0,0,2894.500,2500.500
257,0,0,0,0,2997.500,2499.500
258,0,0,0,0,2970.500,2572.500
259,0,0,0,0,2969.500,2565.500
260,0,0,0,0,3111.500,2768.500
261,0,0,0,0,3107.500,2767.500
262,0,0,0,0,3410.500,2685.500
263,0,0,0,0,3404.500,2683.500
264,0,0,0,0,3534.500,2807.500
265,0,0,0,0,3530.500,2810.500
266,0,0,0,0,3619.500,2723.500
267,0,0,0,0,3617.500,2729.500
268,0,0,0,0,3618.500,2499.500
269,0,0,0,0,3703.500,2499.500
270,0,0,0,0,3703.500,2749.500
271,0,0,0,0,3704.500,2744.500
272,0,0,0,0,3578.500,2868.500
273,0,0,0,0,3577.500,2862.500
274,0,0,0,0,3849.500,3156.500
275,0,0,0,0,3843.833,3155.167
276,0,0,0,0,3902.500,3129.167
277,0,0,0,0,3899.167,3135.167
278,0,0,0,0,3899.833,2497.167
279,0,0,0,0,3115.833,3245.500
280,0,0,0,0,3732.500,3244.167
281,0,43,43,43,2712.167,2937.167
282,0,0,0,0,2709.833,2418.167
283,0,0,0,0,2435.500,2866.500
284,0,0,0,0,2437.500,2792.500
285,0,0,0,0,2436.167,2795.167
286,0,0,0,0,2608.833,2794.500
287,0,0,0,0,2606.833,2797.167
288,0,0,0,0,2605.500,2766.500
289,0,0,0,0,2710.833,2769.833
290,0,0,0,0,2438.833,2766.500
291,0,0,0,0,2440.833,2767.833
292,0,0,0,0,2440.833,2419.167
293,0,0,0,0,2437.500,2420.500
294,0,0,0,0,2826.833,2421.167
295,0,12,12,12,2822.500,2423.833
296,0,0,0,0,2820.500,2145.833
297,0,0,0,0,2827.833,2149.167
298,0,0,0,0,1233.833,2150.167
299,0,0,0,0,2826.167,2215.167
300,0,0,0,0,2760.250,2217.500
301,0,0,0,0,2762.250,2215.750
302,0,0,0,0,2762.500,2384.750
303,0,0,0,0,2704.250,2219.500
304,0,0,0,0,2705.500,2420.500
305,0,0,0,0,2707.500,2236.750
306,0,0,0,0,2638.250,2237.750
307,0,0,0,0,2639.250,2237.250
308,0,0,0,0,2639.750,2421.000
309,0,0,0,0,2589.000,2383.000
310,0,0,0,0,2400.500,2384.500
311,0,0,0,0,2402.000,2383.500
312,0,0,0,0,2403.000,2644.500
313,0,0,0,0,2331.167,2143.833
314,0,0,0,0,2327.833,2656.500
315,0,0,0,0,2712.000,2866.000
316,0,0,0,0,2434.500,2865.000
317,0,0,0,0,3733.167,3247.167
318,0,0,0,0,3544.167,3046.167
319,0,0,0,0,3546.167,3046.167
320,0,0,0,0,3508.500,3078.167
321,0,0,0,0,3511.167,3078.167
322,0,0,0,0,3479.167,3031.167
323,0,0,0,0,3480.167,3031.167
324,0,0,0,0,3316.000,3110.250
325,0,0,0,0,3316.750,3109.750
326,0,0,0,0,3317.000,3246.250
327,0,0,0,0,3115.750,3206.250
328,0,0,0,0,3156.500,3120.500
329,0,0,0,0,3155.750,3121.500
330,0,0,0,0,3276.000,3120.750
331,0,0,0,0,3320.000,3159.750
332,0,0,0,0,3205.000,3161.000
333,0,0,0,0,3116.250,3200.750
334,0,0,0,0,3278.750,3200.250
335,0,0,0,0,3171.000,3119.500
336,0,0,0,0,3171.250,3202.250
